Date,FR001,FR007,FR014,FDR001,FDR007,FDR014,Shibor_O/N,Shibor_1W,Shibor_1M,Shibor_3M,Shibor_6M,Shibor_9M,Shibor_1Y
43343,2.34,2.66,2.7,2.32,2.64,2.65,2.309,2.633,2.72,2.894,3.207,3.415,3.503
43342,2.3,2.7,2.7,2.28,2.62,2.5,2.277,2.64,2.727,2.894,3.209,3.411,3.506
43341,2.4,2.7,2.8,2.39,2.64,2.6,2.3895,2.646,2.742,2.897,3.207,3.411,3.509
43340,2.43,2.66,2.9,2.42,2.63,2.64,2.4255,2.647,2.75,2.899,3.195,3.41,3.514
43339,2.45,2.65,2.8,2.44,2.65,2.65,2.44,2.642,2.751,2.895,3.172,3.411,3.512
43336,2.4,2.5,2.8,2.39,2.59,2.71,2.392,2.612,2.738,2.889,3.156,3.408,3.511
43335,2.46,2.62,2.95,2.45,2.64,2.8,2.454,2.649,2.731,2.887,3.128,3.405,3.512
43334,2.55,2.7,3,2.53,2.65,2.93,2.538,2.662,2.701,2.878,3.076,3.352,3.491
43333,2.64,2.8,3,2.63,2.65,2.98,2.636,2.681,2.694,2.856,3.053,3.325,3.446
43332,2.64,2.7,3,2.62,2.66,2.92,2.625,2.674,2.676,2.83,2.997,3.276,3.406
43329,2.59,2.65,2.61,2.57,2.65,2.6,2.58,2.65,2.653,2.817,2.971,3.219,3.364
43328,2.51,2.6,2.55,2.5,2.6,2.47,2.511,2.637,2.639,2.813,2.946,3.184,3.329
43327,2.35,2.6,2.5,2.34,2.59,2.45,2.345,2.612,2.631,2.807,2.93,3.155,3.285
43326,2.33,2.59,2.45,2.33,2.62,2.4,2.328,2.589,2.613,2.799,2.925,3.133,3.265
43325,2.12,2.4,2.3,2.11,2.47,2.2,2.113,2.491,2.603,2.791,2.915,3.119,3.235
43322,1.83,2.29,2.3,1.82,2.34,2.13,1.826,2.426,2.616,2.801,2.925,3.131,3.244
43321,1.63,2.3,2.3,1.63,2.4,2.1,1.622,2.45,2.643,2.816,2.954,3.152,3.256
43320,1.43,2.3,2.4,1.42,2.3,2.2,1.422,2.345,2.678,2.842,2.995,3.195,3.314
43319,1.62,2.3,2.3,1.61,2.26,2.25,1.613,2.386,2.728,2.895,3.068,3.271,3.395
43318,1.83,2.37,2.3,1.82,2.35,2.25,1.819,2.469,2.791,2.954,3.144,3.35,3.475
43315,1.85,2.4,2.33,1.85,2.35,2.3,1.849,2.525,2.837,3.003,3.213,3.432,3.551
43314,1.99,2.5,2.55,1.97,2.5,2.39,1.97,2.584,2.884,3.056,3.269,3.504,3.626
43313,2.033,2.6,2.65,2.02,2.59,2.3,2.028,2.622,2.935,3.119,3.333,3.554,3.682
43312,2.08,2.67,2.8,2.07,2.64,2.5,2.066,2.648,2.965,3.174,3.38,3.589,3.712
43311,2.2,2.7,3,2.2,2.65,2.8,2.198,2.651,2.994,3.233,3.433,3.633,3.737
43308,2.29,2.8,3,2.28,2.65,2.75,2.284,2.654,3.035,3.303,3.514,3.688,3.781
43307,2.33,2.75,3,2.32,2.65,2.8,2.321,2.66,3.071,3.363,3.556,3.727,3.812
43306,2.35,2.7,3,2.34,2.66,2.8,2.349,2.667,3.103,3.419,3.634,3.77,3.851
43305,2.36,2.64,3,2.35,2.64,2.86,2.353,2.655,3.121,3.475,3.69,3.814,3.897
43304,2.37,2.65,3,2.36,2.64,2.84,2.362,2.658,3.162,3.503,3.724,3.85,3.923
43301,2.34,2.65,3.1,2.33,2.65,2.88,2.346,2.675,3.183,3.536,3.748,3.875,3.953
43300,2.41,2.66,3.1,2.4,2.65,2.85,2.416,2.683,3.198,3.561,3.776,3.887,3.962
43299,2.52,2.75,3.2,2.5,2.68,2.9,2.525,2.702,3.214,3.588,3.793,3.895,3.969
43298,2.6,2.85,3,2.58,2.68,2.86,2.591,2.703,3.2151,3.601,3.8,3.901,3.969
43297,2.55,2.7,3,2.54,2.67,2.9,2.557,2.699,3.21,3.608,3.8,3.903,3.962
43294,2.47,2.65,2.9,2.46,2.65,2.8,2.48,2.686,3.208,3.613,3.799,3.902,3.961
43293,2.48,2.64,2.9,2.48,2.64,2.7,2.487,2.686,3.222,3.626,3.805,3.908,3.969
43292,2.4,2.65,2.75,2.4,2.65,2.7,2.406,2.679,3.241,3.632,3.82,3.911,3.976
43291,2.3,2.65,2.7,2.3,2.65,2.55,2.308,2.657,3.285,3.649,3.847,3.928,3.994
43290,2,2.6,2.6,1.98,2.6,2.5,1.991,2.602,3.34,3.682,3.87,3.946,4.009
43287,1.95,2.5,2.6,1.93,2.53,2.5,1.967,2.588,3.446,3.74,3.904,3.976,4.039
43286,2.13,2.55,2.67,2.1,2.55,2.57,2.132,2.605,3.571,3.818,3.97,4.033,4.082
43285,2.2,2.61,2.8,2.17,2.61,2.63,2.199,2.662,3.732,3.919,4.051,4.097,4.149
43284,2.41,2.7,3,2.4,2.65,2.8,2.42,2.719,3.8824,3.9944,4.1253,4.1703,4.2238
43283,2.52,2.8,3.3,2.5,2.67,3.1,2.519,2.78,4.004,4.104,4.193,4.243,4.298
43280,2.8,3.4,4.3,2.62,2.99,4.3,2.628,2.862,4.031,4.155,4.223,4.273,4.331
43279,2.27,3.87,4.8,2.25,2.75,4.63,2.289,2.841,4.064,4.192,4.241,4.292,4.352
43278,2.42,3.1,4.9,2.41,2.83,4.8,2.445,2.834,4.097,4.242,4.274,4.31,4.37
43277,2.52,2.8,5,2.51,2.7,4.83,2.518,2.831,4.125,4.261,4.296,4.329,4.381
43276,2.55,2.8,5,2.54,2.7,4.92,2.564,2.826,4.134,4.272,4.3,4.333,4.385
43273,2.58,2.8,5.4,2.56,2.7,4.02,2.586,2.819,4.151,4.305,4.312,4.35,4.398
43272,2.58,3,6.2,2.57,2.72,5.3,2.593,2.825,4.157,4.329,4.322,4.351,4.4
43271,2.62,3.04,4.7,2.6,2.79,3.5,2.619,2.822,4.157,4.334,4.326,4.352,4.4
43270,2.58,3,4.13,2.56,2.72,3.6,2.59,2.809,4.144,4.346,4.324,4.352,4.4
43266,2.58,3,3.55,2.57,2.74,3.55,2.592,2.81,4.126,4.352,4.332,4.353,4.399
43265,2.6,3.2,3.6,2.57,2.8,3.6,2.591,2.809,4.107,4.351,4.323,4.352,4.4
43264,2.6,3,3.55,2.575,2.75,3.52,2.589,2.8,4.101,4.351,4.321,4.35,4.4
43263,2.6,3,3.45,2.57,2.75,3.4,2.584,2.789,4.087,4.352,4.317,4.349,4.399
43262,2.57,2.78,3.3,2.56,2.69,3.2,2.573,2.776,4.083,4.353,4.313,4.348,4.398
43259,2.57,2.85,3.25,2.55,2.68,3.21,2.563,2.772,4.054,4.351,4.311,4.345,4.397
43258,2.55,2.9,3.25,2.53,2.67,3.2,2.555,2.783,4.05,4.35,4.307,4.344,4.395
43257,2.55,2.9,3.3,2.53,2.7,3.21,2.562,2.792,4.042,4.354,4.307,4.343,4.394
43256,2.57,2.9,3.5,2.55,2.67,3.22,2.584,2.802,4.025,4.346,4.308,4.343,4.394
43255,2.59,2.9,3.6,2.57,2.69,3.47,2.599,2.818,3.993,4.341,4.307,4.34,4.393
43252,2.82,3.2,3.67,2.79,2.93,3.65,2.801,2.897,3.966,4.339,4.304,4.336,4.391
43251,2.83,3.54,4.3,2.8,2.75,4.29,2.831,2.898,3.905,4.329,4.296,4.333,4.388
43250,2.92,4,4.3,2.9,2.83,4.22,2.884,2.895,3.872,4.312,4.289,4.33,4.385
43249,2.76,3.4,4.1,2.75,2.8,3.94,2.742,2.848,3.85,4.282,4.265,4.326,4.381
43248,2.53,2.85,3.899,2.52,2.7,3.8,2.533,2.806,3.84,4.242,4.243,4.318,4.376
43245,2.52,3,3.8,2.51,2.72,3.73,2.528,2.794,3.847,4.215,4.229,4.315,4.373
43244,2.53,2.75,3.82,2.52,2.67,3.79,2.53,2.751,3.845,4.193,4.215,4.311,4.371
43243,2.53,2.8,3.95,2.52,2.67,3.8,2.53,2.752,3.841,4.173,4.211,4.309,4.373
43242,2.53,2.73,3.9,2.51,2.67,3.8,2.525,2.755,3.838,4.16,4.207,4.307,4.371
43241,2.52,2.71,3.8,2.51,2.67,3.68,2.527,2.756,3.832,4.151,4.207,4.309,4.371
43238,2.55,2.72,3.9,2.55,2.68,3.68,2.563,2.768,3.833,4.147,4.202,4.309,4.37
43237,2.58,2.86,3.58,2.56,2.75,3.6,2.597,2.803,3.831,4.101,4.194,4.306,4.366
43236,2.78,3.54,4,2.76,2.82,3.9,2.766,2.835,3.825,4.082,4.188,4.304,4.363
43235,2.65,3,3.64,2.63,2.71,3.6,2.641,2.773,3.813,4.072,4.172,4.297,4.355
43234,2.57,2.8,3.28,2.56,2.69,3.23,2.58,2.738,3.801,4.06,4.162,4.289,4.353
43231,2.47,2.72,3.2,2.46,2.68,3.1,2.487,2.713,3.799,4.05,4.155,4.285,4.348
43230,2.5,2.7,3.17,2.49,2.66,3.1,2.509,2.723,3.806,4.034,4.152,4.282,4.346
43229,2.5,2.7,3.2,2.48,2.68,3.05,2.52,2.734,3.816,4.013,4.152,4.278,4.346
43228,2.58,2.7,3.2,2.56,2.66,3,2.575,2.751,3.829,3.9994,4.151,4.2825,4.348
43227,2.58,2.71,3.35,2.56,2.67,3.4,2.582,2.768,3.84,3.9943,4.15,4.285,4.349
43224,2.57,2.8,3.4,2.56,2.67,3.2,2.594,2.806,3.851,3.993,4.154,4.291,4.357
43223,2.66,3.1,3.6,2.63,2.79,3.6,2.681,2.852,3.87,3.993,4.162,4.296,4.364
43222,2.72,3.3,3.8,2.7,2.9,3.7,2.72,2.892,3.893,4.003,4.174,4.306,4.376
43218,2.8,3,4,2.8,2.98,4,2.824,2.972,3.9,4.005,4.18,4.309,4.382
43217,2.92,3.54,5.3,2.92,2.95,4.99,2.921,2.978,3.899,4.007,4.184,4.313,4.385
43216,2.8,3.5,5,2.76,2.9,4.6,2.765,2.925,3.865,3.992,4.183,4.315,4.383
43215,2.76,3.54,5,2.7,3.3,5,2.728,2.911,3.78,3.984,4.185,4.317,4.38
43214,2.85,3.54,5.8,2.68,2.85,4.7,2.736,2.907,3.748,3.991,4.193,4.326,4.394
43213,2.8,2.87,4.7,2.68,2.8,4.5,2.724,2.9,3.751,4.004,4.211,4.336,4.409
43210,2.9,3.54,5,2.78,2.76,4.9,2.747,2.893,3.761,4.017,4.238,4.353,4.419
43209,2.8,3.5,4.5,2.75,2.76,4.5,2.733,2.884,3.791,4.05,4.275,4.378,4.448
43208,2.69,3.5,3.9,2.67,2.85,3.88,2.679,2.858,3.821,4.103,4.313,4.415,4.5
43207,2.7,3.3,3.9,2.66,2.85,3.89,2.665,2.843,3.834,4.174,4.351,4.444,4.537
43206,2.58,2.85,3.4,2.57,2.72,3.3,2.582,2.802,3.821,4.173,4.351,4.448,4.534
43203,2.56,2.8,3.24,2.55,2.67,3.18,2.557,2.798,3.825,4.179,4.356,4.451,4.535
43202,2.56,2.8,3.22,2.55,2.68,3.2,2.557,2.8,3.842,4.199,4.367,4.453,4.536
43201,2.58,2.8,3.26,2.56,2.68,3.2,2.561,2.804,3.871,4.209,4.38,4.459,4.538
43200,2.56,2.8,3.3,2.55,2.69,3.2,2.551,2.807,3.915,4.229,4.394,4.4666,4.542
